Rev_id,Retailer,Division,Category,Department,Product_URL,Brand,Product_Name,Final_Price_after_Discount,Review_Link,Review_Header,Review_Creation_Date,Review_Rating_Score,Review_Text
435,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=31&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Overhead fans are overhead fans.  But the...,11-Jan-19,5,"Overhead fans are overhead fans.  But the six blade thing makes it an eye catcher.  Remote control is not new to the product line, but electrician that installed it admired the room within the hub allowing for the remote control device to fit in w/o an issue with it being too tough to install.  Of course my wife picked out color that matched the hardwood and all is right with the world."
436,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=371&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Great fan. Easy install. Very happy with purchase...,19-Mar-19,5,Great fan. Easy install. Very happy with purchase
437,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=461&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Easy to install and looks great!  We bought 1...,25-Sep-18,5,Easy to install and looks great!  We bought 1 for each bedroom & the 60” model for our family room.  Love the modern rustic look!
438,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=231&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Great fan and eat installation ...,23-Jul-19,5,Great fan and eat installation
439,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=281&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,The ceiling fan is absolutely gorgeous. It immediately added a different look to the room. Most i...,18-Jun-19,5,"The ceiling fan is absolutely gorgeous. It immediately added a different look to the room. Most important, it was highly effective in cooling the room."
440,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=271&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Love this fan so far. Lot's of air. Remote is excellent. Love the Bond device that came with i...,25-Jun-19,5,Love this fan so far. Lot's of air. Remote is excellent. Love the Bond device that came with it. Easy to pair to Wifi and Echo.
441,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=411&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Directions were easy to follow. Must be  SRY careful...,15-Jan-19,4,"Directions were easy to follow. Must be  SRY careful with the globe.  If not attached correctly, it will fall and break. Replaced for $28.50!! Other than that, works very well."
442,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=331&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,4 Star Review,24-Apr-19,4,Rating provided by a verified purchaser
443,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=311&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Had an electrician install two of these fans. Look very good and they are very quiet. For two m...,16-May-19,2,Had an electrician install two of these fans. Look very good and they are very quiet. For two months they worked flawlessly. Now one of the fans will not reverse direction with the remote. All other features with the remote seem fine. Any answers?
444,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=81&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,The fan was installed late yesterday by an electrician. ...,5-Jun-18,3,"The fan was installed late yesterday by an electrician.  It made some strange noises which he told me it just needed a bit of time to set in.  So I left it on low over night, and sure enough, it was whisper quiet this morning.  I really like the looks of this fan, and the light is very nice also.  However, I don't feel as much breeze from it as I expected.  I have 3 other ceiling fans thru out my home, which move more air.  However, they are all 54"" fans.  This fan is 42"".  It's installed in my kitchen.  It hasn't been very hot so far, so maybe I'll feel more cooling from it as the temperature rises.  All in all, I'm happy with it and it really looks nice.  The delivery was super fast,  less then 24 hrs.  The delivery men were very polite, even brought it in the house for me.  Good job Home Depot!!  Thank you."
445,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=261&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"I bought couple of this fans with some excitement due to good review, value for money and DC moto...",2-Jul-19,1,"I bought couple of this fans with some excitement due to good review, value for money and DC motor. For one of the fan the receiver is not working. I opened the case with customer service ""Case: 15375760 HDC - Ceiling Fan Receiver Replacement"" on June 12 and provided receipt and other information. Since then I didn't hear from them and I kept on calling or mailing Peter R at Resolution Expediter – Private Brands 1-800-910-6704 ext. 85957.  Fan works but light is not working with the remote. So I am going to return all the fans I bought earlier out of frustration.Another head ache is that: both fan and light have on input and if you loose the remote, there is no way you control the fan. I wish they could have accept both inputs from the fan box. This is such a stupid design."
446,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Kensgrove-54-in-Integrated-LED-Indoor-Espresso-Bronze-Ceiling-Fan-with-Light-Kit-and-Remote-Control-YG493A-EB/303704288?keyword=1002910948&semanticToken=d0330000011_20200121112209587308_2x2q+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002910948%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002910948%7D%3Aqu,Home Decorators Collection,Kensgrove 54 in. Integrated LED Indoor Espresso Bronze Ceiling Fan with Light Kit and Remote Control,179,https://www.homedepot.com/ReviewServices/reviews/v1/product/303704288?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=11&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"I ordered this item online on July 19, 2019, and pick it up at the Weslaco, TX Home Depot. Instal...",12-Oct-19,1,"I ordered this item online on July 19, 2019, and pick it up at the Weslaco, TX Home Depot. Installation was not bad, product look's great and work great. But on October 9, 2019 is stopped working so call me electrical person to come check it out and fix so he did and mentioned that it burn out. He also mention that fans with remote control always burn out. SO AVOID BUYING THIS PRODUCT IS TERRIBLE THE WORST ITEM TO BUY. VERY DISAPPOINTED IN HOME DEPOT FOR OFFERING THIS ITEM TO CLIENTS!"
447,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=231&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,The fan is beautiful! It is definitely a statement piece...it...,14-Jan-20,5,The fan is beautiful! It is definitely a statement piece...it added an elegance to the patio!
448,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=471&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Great light and fan easy install...,19-Feb-19,5,Great light and fan easy install
449,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=721&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"Haven’t installed yet, but we both are happy with it....",30-Jan-18,5,"Haven’t installed yet, but we both are happy with it."
450,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=721&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Easy to install. Works great. LED Lighting w dimmer is...,30-Jan-18,5,"Easy to install. Works great. LED Lighting w dimmer is an added bonus.  However, I did exchange this “brushed bronze” color for the lighter steel color.  I was hoping it’d look more copper or at least metallic— hanging from a ceiling, it just appears black."
451,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=501&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Wanted a remote control fixture for a kitchen that does...,8-Jan-19,5,"Wanted a remote control fixture for a kitchen that does not have a light switch. Typical ceiling fans don’t lend themselves well to a kitchen’s aesthetics. This one looks great, is sturdy, and adds a clean and modern feel to our old kitchen."
452,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=441&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,5 Star Review,28-Mar-19,5,Rating provided by a verified purchaser
453,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=561&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,This is an excellent fan/light. We installed it in our...,23-Aug-18,5,This is an excellent fan/light. We installed it in our kitchen.  I would highly recommend. It’s contemporary and quiet.
454,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=741&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Great look and style for a boy's room or guy space. I have the brushed chrome version for my son...,9-Jan-18,5,Great look and style for a boy's room or guy space. I have the brushed chrome version for my son's room and this bronze look for my office. Provides light for the room without the look of a light kit
455,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Brette-23-in-LED-Indoor-Outdoor-Brushed-Nickel-Ceiling-Fan-with-Light-Kit-with-Remote-Control-AM382A-BN/206123281?keyword=1001528528&semanticToken=d0330000011_20200121112217800676_5599+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1001528528%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1001528528%7D%3Aqu,Home Decorators Collection,Brette 23 in. LED Indoor/Outdoor Brushed Nickel Ceiling Fan with Light Kit with Remote Control,174,https://www.homedepot.com/ReviewServices/reviews/v1/product/206123281?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=631&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,These fans are absolutely gorgeous and put out a nice...,12-Jun-18,5,These fans are absolutely gorgeous and put out a nice breeze. Adds a modern look to our remodel. Everyone who sees them wants them. The lights add more of an ambient light and would be best for a space that has additional lighting
